soil_moisture,temperature,humidity,rainfall,irrigation_level
87.02,11.23,25.03,93.98,0
13.87,47.37,75.56,48.41,2
12.73,15.91,31.56,41.06,2
17.57,42.39,52.73,66.58,2
96.03,42.93,32.23,41.68,1
69.32,38.35,62.22,4.19,1
80.14,15.25,74.85,71.99,0
39.76,36.7,39.8,28.1,2
33.63,45.56,64.27,4.91,2
23.45,27.02,84.24,2.06,2
48.06,26.54,18.48,93.14,1
55.18,27.71,73.96,25.21,1
63.18,13.29,39.08,44.79,1
25.71,45.68,21.04,95.06,2
94.87,44.77,59.11,46.75,1
16.98,49.92,30.36,7.86,3
96.57,33.41,83.92,55.19,0
1.49,40.05,13.86,8.82,3
48.11,18.11,18.88,9.51,2
33.34,36.7,56.89,85.15,2
44.91,35.99,63.0,28.94,2
57.07,46.05,75.69,67.87,1
43.56,43.23,33.33,50.89,2
41.48,47.54,85.76,22.23,2
73.27,44.75,95.78,51.78,1
68.59,44.75,54.91,6.9,2
83.33,12.55,78.45,34.72,0
25.0,43.84,57.24,52.28,2
60.95,34.3,16.25,22.84,2
58.52,25.22,39.35,66.02,1
36.97,12.26,17.87,5.18,2
48.61,37.11,99.0,48.48,1
31.38,23.13,30.61,71.5,2
14.18,28.71,67.23,42.99,2
21.38,37.27,35.59,87.46,2
10.55,46.47,68.79,63.22,2
68.31,43.02,28.94,95.85,1
66.07,28.02,80.67,28.41,1
95.06,25.51,19.97,93.88,1
72.97,19.59,90.56,60.68,0
5.2,24.9,85.64,74.52,2
88.42,14.44,71.09,90.22,0
86.27,48.84,16.07,55.12,1
44.33,32.96,28.77,86.22,2
58.59,15.11,87.34,54.17,1
97.61,24.11,20.98,59.92,1
53.23,31.88,24.03,44.51,2
90.53,31.32,58.96,14.56,1
8.3,11.42,34.68,55.35,2
19.11,48.03,29.99,97.74,2
44.08,21.02,61.82,78.72,1
58.48,10.65,43.53,74.75,1
81.62,13.06,22.65,64.33,1
98.83,33.21,58.14,34.79,1
38.89,15.51,44.83,16.96,2
4.74,11.67,76.11,22.46,2
80.12,25.19,19.25,0.63,2
60.44,34.91,65.86,67.35,1
19.85,14.47,49.28,81.19,2
49.48,22.53,46.55,26.89,2
74.23,26.71,30.91,9.19,1
77.04,16.38,12.74,33.57,1
49.96,30.24,86.29,29.21,1
30.52,13.41,39.38,45.09,2
97.37,11.86,71.3,26.41,0
66.34,30.79,95.28,33.97,1
40.82,19.92,60.85,90.76,1
28.05,13.81,45.74,33.48,2
73.11,26.96,34.14,78.55,1
24.22,46.61,94.06,62.58,2
17.17,38.97,71.39,33.75,2
52.98,42.62,69.88,81.78,1
29.0,44.88,48.35,59.51,2
62.89,48.91,86.05,0.86,1
11.79,40.53,74.23,6.87,2
65.49,34.34,35.49,75.26,1
28.33,24.62,63.96,44.65,2
0.02,17.27,48.72,40.55,2
12.69,37.47,10.59,14.58,3
93.36,49.8,82.69,15.73,1
86.74,28.69,21.05,79.78,1
23.36,38.95,55.9,82.9,2
77.84,29.8,40.26,56.0,1
60.86,27.28,40.79,29.51,1
97.09,26.41,52.96,93.27,0
37.36,30.18,99.73,62.4,1
68.15,24.68,46.75,79.66,1
6.35,39.95,26.41,0.33,3
39.62,44.97,65.22,45.03,2
96.38,45.32,31.27,87.09,1
53.9,19.11,19.5,33.82,2
28.79,45.84,14.52,72.66,2
12.03,23.66,12.06,65.77,2
70.35,22.37,48.8,15.22,1
64.49,39.07,48.41,77.49,1
37.39,22.19,26.7,11.25,2
95.09,12.12,80.56,72.79,0
2.22,24.94,21.63,99.1,2
30.37,38.86,92.38,95.8,1
92.11,23.08,62.88,80.02,0
32.09,35.18,12.49,53.45,2
25.23,36.4,96.67,67.48,1
53.42,39.35,37.71,72.81,2
82.38,45.89,50.5,0.84,1
10.31,27.3,35.58,10.24,3
94.3,16.66,75.56,59.71,0
79.51,22.76,53.71,0.65,1
18.13,27.29,21.91,90.89,2
71.2,38.56,19.38,48.97,1
38.5,10.52,75.28,25.78,1
40.23,22.63,31.34,39.38,2
78.33,41.19,22.4,85.08,1
96.28,36.83,54.95,92.72,0
12.67,39.27,82.25,11.62,2
42.06,42.47,35.09,77.8,2
48.09,41.33,34.88,57.82,2
37.63,37.29,85.05,58.55,1
36.32,27.59,23.31,77.95,2
5.23,49.34,65.51,22.28,3
68.55,32.76,95.95,53.1,1
43.62,18.11,85.72,31.94,1
19.48,21.71,15.56,9.45,3
81.6,37.74,38.79,10.51,1
80.26,46.99,22.81,13.65,2
48.64,17.15,95.43,61.49,1
29.85,13.29,98.73,10.58,2
63.81,45.26,31.15,57.01,2
28.82,46.61,70.27,58.83,2
23.6,21.06,85.75,90.39,1
73.05,25.09,31.03,62.64,1
4.03,36.41,26.89,98.56,2
9.48,23.2,11.01,3.1,3
0.68,45.09,47.08,70.41,3
15.29,14.3,90.95,2.65,2
6.9,11.52,91.27,72.94,2
99.58,18.34,21.5,38.59,1
28.88,21.44,28.39,61.13,2
14.93,14.52,46.72,30.95,2
24.1,12.63,80.26,15.91,2
93.61,40.22,65.07,72.35,0
52.02,16.57,56.25,90.46,1
36.48,46.56,63.27,18.36,2
87.34,24.72,18.66,92.07,1
39.5,36.82,52.99,14.02,2
33.5,19.02,99.29,73.57,1
20.73,19.61,17.96,95.94,2
37.78,32.99,56.73,14.74,2
31.67,32.43,36.61,43.51,2
67.73,40.75,58.59,33.75,1
28.96,40.31,61.64,38.85,2
57.72,36.83,61.97,75.31,1
6.59,27.97,86.7,66.12,2
19.13,45.63,45.08,96.87,2
40.74,34.9,56.47,18.55,2
93.69,49.61,10.98,54.33,1
37.73,42.77,81.06,44.91,2
66.41,11.77,33.35,91.89,1
25.51,22.82,83.49,1.06,2
12.7,32.88,33.91,98.92,2
5.85,38.86,10.97,47.97,3
30.54,32.01,23.93,62.55,2
15.77,41.45,98.71,36.01,2
17.4,21.31,38.78,85.25,2
76.08,17.36,19.79,56.2,1
1.58,12.16,20.69,66.28,2
55.78,32.93,37.93,64.89,1
37.95,37.54,13.39,36.4,2
50.65,23.05,56.03,7.6,2
56.28,34.54,29.24,80.77,1
31.34,12.09,56.74,28.97,2
29.51,13.97,22.67,84.89,2
73.34,38.07,48.69,60.86,1
87.13,24.72,63.81,35.37,1
19.26,36.85,15.58,59.42,2
9.76,43.27,45.89,64.55,2
89.78,44.1,37.23,70.67,1
34.99,16.89,31.63,82.23,2
55.13,29.45,64.41,15.98,2
35.95,39.36,62.97,94.41,1
12.58,40.96,66.76,41.08,2
58.93,41.39,24.3,86.05,1
52.51,19.13,35.71,22.05,2
20.3,17.7,28.87,2.9,3
45.19,33.6,58.65,57.33,1
79.69,39.64,51.5,32.47,1
59.04,22.77,39.73,98.45,1
9.69,14.19,80.74,10.45,2
54.8,38.67,18.46,4.73,2
70.27,21.99,97.74,4.5,1
79.27,16.65,20.49,21.69,1
62.91,15.91,79.58,57.92,1
15.27,22.6,43.14,50.56,2
71.02,33.71,87.87,35.01,1
67.73,24.34,16.68,8.88,2
2.44,10.83,43.72,23.37,2
41.17,13.88,40.19,18.41,2
33.3,21.62,99.38,74.57,1
66.94,36.39,98.7,77.99,1
21.61,13.94,27.08,77.7,2
59.09,32.43,66.7,96.9,1
91.32,14.8,58.2,88.42,0
79.78,18.46,23.89,49.78,1
92.15,16.89,25.1,41.49,1
97.85,12.69,99.03,91.58,0
1.07,36.85,50.75,61.12,2
62.27,28.54,21.32,29.44,2
41.28,43.24,29.33,56.45,2
85.99,13.96,34.15,99.21,0
25.18,15.79,55.98,84.95,1
98.1,22.26,40.2,28.13,1
61.37,40.63,50.95,95.3,1
79.35,22.23,24.98,98.15,1
8.56,26.34,39.41,23.12,3
18.35,22.06,16.33,89.56,2
75.84,13.21,90.07,88.32,0
2.2,47.58,27.89,3.98,3
81.69,31.94,78.12,66.97,0
1.39,41.51,41.46,30.53,3
65.71,36.33,52.7,67.46,1
36.51,30.57,36.21,91.36,2
61.15,13.59,72.68,49.88,1
69.6,35.71,86.01,41.44,1
34.25,16.21,35.76,92.15,1
10.8,26.58,31.8,97.41,2
6.96,35.16,71.33,6.22,3
58.89,41.29,27.56,92.28,1
52.07,37.4,67.59,8.28,2
74.22,36.86,18.5,33.73,2
50.97,15.96,65.81,76.26,1
42.24,23.85,56.21,77.7,1
39.81,11.72,20.25,72.58,2
2.64,38.78,68.42,3.91,3
33.56,48.1,50.19,13.3,2
97.6,20.56,29.54,93.62,0
87.36,13.51,41.8,8.15,1
32.94,29.02,54.29,7.85,2
58.78,44.27,18.24,83.56,2
84.73,32.08,96.18,64.13,0
44.13,11.87,69.9,35.17,1
1.8,48.97,19.23,16.57,3
7.45,43.15,84.06,88.42,2
51.04,15.26,39.03,98.85,1
96.94,46.87,63.71,5.0,1
69.32,28.03,34.94,55.41,1
7.09,24.88,76.01,26.13,2
18.94,28.44,75.07,83.24,2
77.13,43.38,59.68,34.61,1
84.14,36.38,31.68,71.46,1
61.77,12.37,32.83,53.95,1
64.44,48.3,44.46,54.15,1
2.83,15.91,23.05,85.8,2
82.85,39.82,40.39,47.04,1
78.83,35.45,71.59,84.56,1
25.9,17.5,84.78,36.34,2
70.87,16.83,39.93,17.48,1
21.49,44.81,31.02,45.55,2
4.03,26.79,84.94,49.84,2
20.11,36.18,90.16,47.84,2
17.86,30.16,46.9,80.83,2
33.77,39.09,12.42,56.47,2
41.84,29.17,72.55,88.84,1
50.85,21.5,80.56,51.42,1
47.68,24.54,11.62,22.47,2
27.07,44.36,63.55,12.95,2
2.92,28.72,62.95,86.84,2
60.51,18.54,44.08,5.62,2
39.57,47.38,77.48,11.76,2
29.87,41.86,48.54,6.37,2
86.69,12.23,70.91,42.37,0
74.67,49.96,56.54,53.26,1
85.78,37.8,32.36,1.99,1
49.5,16.41,64.59,51.56,1
13.09,19.49,76.32,39.38,2
69.62,37.7,97.65,77.36,1
20.61,41.19,44.21,83.0,2
44.12,19.56,15.8,68.5,2
6.5,20.28,98.92,47.35,2
82.53,22.28,66.14,21.61,1
12.59,33.92,95.18,84.71,2
90.31,16.87,19.34,34.17,1
86.42,14.17,40.78,35.63,1
46.46,37.15,22.05,91.6,2
74.44,41.16,85.2,97.56,0
61.94,30.04,89.23,89.81,1
80.31,24.55,55.12,99.82,0
43.18,27.28,26.79,86.89,2
78.58,25.54,21.44,70.44,1
46.25,48.4,62.93,29.38,2
94.1,40.72,55.57,95.3,0
48.64,18.32,72.53,87.66,1
46.26,25.37,37.47,24.07,2
78.51,31.76,46.21,48.92,1
82.16,34.52,11.92,7.01,2
55.45,28.73,64.91,95.33,1
17.98,42.41,48.08,57.28,2
46.78,40.7,92.78,24.52,1
96.81,30.21,67.76,29.24,1
75.3,44.18,45.88,98.07,1
81.12,40.04,33.72,61.56,1
3.28,41.14,91.48,42.07,2
46.79,48.26,11.46,49.98,2
64.66,20.66,39.42,9.86,1
83.0,20.71,94.92,7.5,1
4.93,45.56,68.86,59.27,2
85.24,40.89,57.94,51.2,1
54.84,47.06,28.32,35.92,2
19.73,12.53,85.0,56.61,1
31.73,35.11,28.38,7.27,2
28.19,15.79,32.34,94.4,2
53.09,30.16,27.27,29.37,2
5.17,16.23,24.23,7.18,3
15.85,15.12,95.8,16.95,2
81.27,10.49,64.18,9.55,1
13.26,35.21,67.41,17.86,2
23.34,24.36,95.89,41.68,2
45.34,14.21,30.75,73.81,1
51.71,22.91,10.53,27.23,2
76.36,16.76,63.9,43.59,1
44.73,47.67,55.71,92.88,1
78.99,22.8,52.99,29.58,1
61.83,23.36,15.57,79.47,1
11.31,43.59,50.9,15.78,3
15.63,35.91,35.88,17.83,3
43.7,38.41,34.71,45.62,2
39.69,35.44,30.01,23.41,2
74.35,47.85,39.93,90.3,1
58.07,18.28,41.78,5.08,2
38.81,49.56,37.79,59.73,2
17.08,43.24,98.09,60.42,2
22.68,33.56,93.95,6.6,2
57.55,36.49,61.71,73.26,1
42.34,35.95,98.29,46.89,1
51.49,12.34,99.21,72.31,1
17.07,18.72,42.03,82.69,2
66.29,48.46,50.07,32.29,2
85.25,31.37,96.32,48.45,0
25.79,25.13,64.78,26.08,2
49.15,40.48,29.16,20.15,2
97.55,30.98,72.04,0.06,1
33.32,10.53,28.52,96.36,1
59.5,39.45,40.54,44.09,2
9.02,39.29,30.48,1.31,3
60.6,16.61,32.05,0.89,2
8.96,48.27,10.42,28.84,3
95.92,18.96,89.26,1.39,0
71.57,28.31,36.64,37.45,1
78.82,14.59,17.77,6.29,1
70.41,34.13,17.83,3.93,2
58.97,25.02,60.04,66.94,1
44.99,24.13,99.36,90.68,1
85.84,43.08,23.05,40.94,1
95.68,10.38,18.97,83.68,0
49.9,41.92,49.45,2.93,2
93.15,32.86,60.7,77.77,0
58.33,49.44,36.49,6.28,2
53.84,33.58,37.23,83.84,1
45.45,12.22,48.2,88.24,1
20.93,12.03,38.27,78.6,2
0.37,45.33,92.38,82.07,2
24.15,43.65,13.78,56.15,3
50.97,23.84,31.11,26.49,2
38.0,34.72,82.77,64.32,1
44.85,29.58,85.06,43.95,1
98.06,48.69,20.04,0.53,1
35.03,48.0,97.64,47.68,2
45.22,49.35,72.4,65.12,2
13.35,44.66,34.53,1.39,3
4.8,46.38,51.04,62.14,3
77.54,18.69,36.74,65.25,1
57.07,43.24,23.5,15.81,2
76.07,38.35,36.21,43.11,1
14.99,48.51,62.21,96.43,2
57.18,32.85,84.34,88.42,1
25.36,13.41,42.72,41.08,2
22.81,33.9,41.31,34.98,2
1.15,37.46,52.12,12.41,3
13.03,18.81,68.01,3.52,2
30.93,25.76,77.65,29.75,2
11.69,33.94,39.41,94.03,2
98.59,24.96,62.77,95.86,0
30.86,25.0,45.04,81.25,2
13.03,15.32,74.48,35.08,2
19.91,47.63,24.82,14.36,3
58.77,40.02,33.12,59.55,2
6.4,10.05,48.35,64.65,2
86.24,40.62,90.05,42.46,1
96.15,39.59,61.6,69.16,0
24.67,10.39,96.89,74.67,1
45.01,24.78,19.29,78.31,2
2.21,34.27,51.42,50.23,2
64.07,28.11,47.72,79.16,1
41.39,41.12,64.02,2.55,2
27.01,27.02,83.08,68.04,1
20.68,16.15,85.73,23.56,2
65.4,49.06,70.32,27.05,1
41.62,19.68,67.74,9.13,2
17.97,38.71,95.41,19.24,2
68.91,15.73,44.53,99.2,1
56.51,23.16,84.95,41.54,1
85.87,27.68,92.94,92.78,0
11.75,17.69,54.24,16.29,2
78.57,28.0,75.62,20.41,1
67.35,16.29,43.93,55.78,1
11.5,32.36,24.3,34.95,3
69.48,36.55,62.79,64.39,1
44.15,12.5,27.68,42.2,2
94.5,44.85,51.18,81.16,1
14.16,17.41,88.56,43.16,2
64.28,19.01,17.74,57.23,1
38.2,36.45,12.74,32.11,2
95.68,28.75,64.58,70.4,0
33.0,29.98,39.8,65.47,2
96.22,15.13,47.61,39.7,0
90.15,42.23,46.51,27.6,1
27.04,34.68,17.8,61.41,2
80.35,15.42,10.32,94.32,1
99.56,24.96,90.86,13.26,0
25.27,42.42,29.6,79.91,2
43.68,32.73,48.35,54.3,2
52.02,14.35,97.47,52.56,1
29.49,24.91,84.41,96.17,1
1.53,19.71,19.71,60.59,3
22.01,30.7,55.77,83.05,2
28.19,43.73,75.71,51.45,2
44.36,27.45,72.86,24.99,2
17.11,27.33,78.48,69.45,2
87.33,46.21,51.17,92.32,1
70.49,33.05,25.83,84.12,1
8.52,32.65,51.84,19.84,3
65.01,20.48,68.31,31.69,1
65.37,34.31,64.77,51.69,1
95.62,33.04,16.35,57.16,1
0.3,25.87,15.85,19.38,3
24.79,49.63,96.87,23.0,2
92.78,45.28,23.66,75.88,1
93.21,39.98,36.5,73.03,1
72.06,31.49,79.09,83.92,1
76.58,28.48,46.87,93.29,1
9.15,17.4,26.33,30.83,3
51.39,22.23,52.05,85.96,1
23.16,40.96,61.21,66.6,2
18.12,28.15,50.75,95.78,2
81.03,45.29,92.71,27.21,1
13.5,15.92,35.62,26.97,2
46.87,30.33,69.52,70.43,1
93.86,35.88,20.11,92.84,1
18.58,30.67,45.31,82.46,2
97.8,45.57,76.69,72.7,0
99.43,49.58,30.23,38.73,1
55.56,14.63,63.08,71.78,1
17.01,15.2,23.81,80.11,2
31.61,15.21,19.24,75.33,2
42.45,37.25,57.09,67.68,2
30.93,24.91,70.75,4.71,2
28.06,39.33,20.2,65.97,2
97.22,26.22,92.6,47.83,0
15.34,35.1,30.32,96.16,2
73.33,40.79,20.8,60.72,1
0.04,31.93,28.24,60.82,3
59.62,31.58,25.26,99.41,1
91.59,13.53,18.16,9.36,1
28.79,26.43,81.81,27.63,2
18.55,31.83,54.6,65.61,2
65.17,28.48,44.97,31.52,1
71.26,46.03,95.56,34.62,1
68.8,46.26,43.39,89.26,1
31.93,42.88,25.03,57.94,2
25.22,25.01,34.66,10.29,2
95.59,38.69,31.51,31.09,1
92.33,25.81,54.89,7.61,1
45.73,19.3,36.24,55.61,2
84.62,23.72,56.45,17.33,1
45.23,12.84,70.24,85.71,1
42.44,23.27,79.96,57.73,1
15.68,28.43,73.91,5.94,2
42.64,48.22,28.5,30.09,2
53.74,22.54,20.43,61.63,2
2.25,46.1,58.82,33.55,3
44.41,19.15,27.9,51.32,2
78.14,17.64,17.64,90.94,1
68.0,30.76,57.44,35.0,1
63.52,36.9,39.41,33.59,2
90.96,11.77,78.05,81.98,0
1.8,18.84,38.28,31.88,3
55.7,28.23,98.08,7.8,1
78.73,23.24,78.27,18.09,1
54.13,38.5,15.19,94.88,2
32.39,30.45,55.8,93.33,1
13.63,16.41,60.64,22.48,2
88.76,45.78,72.58,55.35,1
47.08,21.72,54.8,13.74,2
87.81,39.25,53.51,67.47,1
58.59,41.2,43.11,18.53,2
67.42,48.53,34.43,4.98,2
80.43,29.94,95.16,82.49,0
65.92,34.63,38.58,32.54,1
39.81,23.4,15.71,10.85,2
51.36,37.13,25.06,83.39,2
80.3,28.54,87.15,76.24,0
37.37,27.51,62.8,68.38,1
38.81,44.22,80.09,91.12,1
9.57,12.01,82.79,48.92,2
91.46,45.28,84.09,12.81,1
9.1,44.08,59.56,6.13,3
64.82,30.25,25.94,31.84,2
41.32,29.61,23.34,8.68,2
40.56,24.47,61.66,53.55,1
67.96,49.77,42.99,1.45,2
6.71,14.45,60.22,44.38,2
59.37,33.61,54.86,17.85,2
77.2,37.27,64.2,36.83,1
82.82,47.37,12.89,67.5,1
17.05,41.21,12.96,35.1,3
89.74,35.75,74.94,34.13,1
65.61,14.67,27.38,99.08,1
88.19,24.95,68.7,71.88,0
48.53,15.55,59.19,51.39,1
54.2,45.25,98.36,57.94,1
91.9,39.98,85.19,62.02,0
89.99,40.3,47.18,2.46,1
44.82,36.09,65.48,8.03,2
27.44,30.28,20.56,64.92,2
39.32,16.0,44.77,36.45,2
38.78,23.19,76.05,5.54,2
28.69,15.48,66.04,29.75,2
26.86,39.0,53.6,13.03,2
86.11,16.41,25.89,91.63,1
6.99,38.08,82.28,20.29,2
67.76,37.69,34.58,14.37,2
17.28,28.37,83.84,62.62,2
34.45,15.41,65.04,52.19,1
6.15,22.59,43.55,57.59,2
27.0,22.8,13.65,43.59,2
76.84,38.02,30.92,46.72,1
88.5,14.55,90.02,77.88,0
22.15,43.16,83.62,21.99,2
46.35,40.44,61.74,39.65,2
47.03,17.45,51.97,95.78,1
87.36,38.77,68.24,19.0,1
76.28,36.74,51.96,29.38,1
51.31,39.92,67.99,19.16,2
67.07,17.56,37.67,2.05,1
84.74,16.3,85.46,26.98,0
0.95,19.46,73.17,4.65,2
40.29,24.63,39.7,15.47,2
90.72,41.75,84.76,36.27,1
74.03,39.52,53.86,2.07,1
54.28,47.02,25.72,75.3,2
52.96,12.35,16.99,79.56,1
34.78,10.46,72.96,41.14,1
52.05,37.97,87.86,98.47,1
65.54,21.17,82.67,67.9,1
41.84,23.36,69.01,74.37,1
71.42,31.87,22.72,19.23,2
86.12,14.1,18.46,83.74,1
15.47,35.71,41.05,94.5,2
45.15,23.01,86.94,23.63,1
40.8,35.31,96.56,68.65,1
68.75,43.36,31.72,74.69,1
24.99,16.84,78.59,30.52,2
64.03,47.23,61.65,47.5,1
87.75,31.23,12.86,9.75,1
41.81,46.92,58.86,17.31,2
91.1,18.31,82.53,6.16,1
99.32,34.18,34.85,56.02,1
10.61,26.16,90.76,62.53,2
23.31,40.97,31.26,91.61,2
95.04,34.24,16.88,54.22,1
95.83,29.78,24.39,26.06,1
9.77,46.52,85.33,5.95,2
1.5,25.08,47.56,88.5,2
16.11,18.8,81.73,47.89,2
99.6,34.32,57.81,73.73,0
18.0,34.96,53.25,1.46,3
50.25,27.56,82.62,48.81,1
84.84,29.46,48.11,32.57,1
2.04,48.38,82.18,3.03,3
60.45,39.31,19.06,77.57,2
27.7,14.42,67.27,51.29,2
86.23,18.49,73.23,33.32,1
28.35,49.02,90.92,80.58,2
68.68,39.06,30.19,44.69,1
67.42,46.6,64.38,0.35,2
22.15,22.15,48.99,94.44,2
3.48,39.67,44.45,25.57,3
40.92,38.56,19.6,83.06,2
28.92,21.79,22.08,81.64,2
80.9,32.03,85.33,16.24,1
80.04,35.1,77.48,47.4,1
45.7,29.25,44.41,4.02,2
60.65,43.09,84.56,35.46,1
60.43,43.31,17.27,73.1,2
82.72,44.02,66.23,23.71,1
42.5,42.14,88.14,11.71,2
27.54,29.52,85.5,50.71,2
26.5,25.26,43.55,53.7,2
53.62,43.26,77.07,67.58,1
44.91,29.61,48.47,75.91,1
44.01,19.85,85.61,69.58,1
9.11,30.29,57.77,84.54,2
71.86,15.67,78.84,22.29,1
21.37,37.67,17.07,56.98,2
19.7,23.44,63.1,36.01,2
41.28,20.43,59.53,96.21,1
22.78,48.26,64.9,44.03,2
58.39,41.08,72.61,95.97,1
37.15,41.48,92.63,76.91,1
44.89,34.95,80.71,71.85,1
53.72,43.57,29.77,49.16,2
20.35,40.37,84.33,44.34,2
15.58,33.95,20.99,52.65,3
88.04,48.44,66.0,29.36,1
43.37,17.66,89.45,90.45,1
41.21,47.74,19.1,79.43,2
3.56,26.06,86.47,80.14,2
49.8,31.14,81.88,43.32,1
55.42,14.91,55.34,7.11,1
55.88,31.6,37.8,68.31,1
70.7,34.45,46.49,37.44,1
17.75,49.91,97.18,87.04,2
25.22,49.01,28.15,78.03,2
81.07,48.66,62.16,14.53,1
94.72,23.94,17.49,60.17,1
13.59,49.65,29.61,69.22,3
49.76,28.22,78.7,56.81,1
21.42,44.07,37.23,51.4,2
6.01,18.65,98.72,22.79,2
32.55,30.23,55.07,23.59,2
14.37,48.64,56.49,76.8,2
70.99,47.88,13.27,1.87,2
53.37,37.35,96.09,77.89,1
14.38,41.91,25.68,52.68,3
0.92,17.06,58.45,93.62,2
80.82,38.87,45.61,99.73,1
17.62,34.72,47.4,66.35,2
60.62,13.66,67.9,41.23,1
33.69,14.53,69.59,47.51,1
58.55,14.34,23.89,20.42,2
31.57,38.97,54.96,9.92,2
8.69,15.67,81.14,57.88,2
22.3,28.71,49.9,80.55,2
18.81,24.28,24.92,26.18,2
42.8,32.02,38.19,41.97,2
65.83,38.26,29.11,55.48,1
26.38,37.39,21.32,90.79,2
1.21,30.62,43.98,13.86,3
51.89,28.57,58.68,23.69,2
60.58,25.91,16.55,91.85,1
96.29,44.48,64.34,3.95,1
58.95,23.23,99.37,65.61,1
47.12,20.37,96.77,63.95,1
57.34,39.73,84.63,38.33,1
92.79,24.39,33.97,46.82,1
82.84,43.88,12.02,85.49,1
32.3,23.12,85.02,16.5,2
23.73,38.08,15.01,23.16,3
26.26,11.8,28.51,51.24,2
50.44,25.42,59.0,40.97,1
74.4,23.73,26.05,57.44,1
50.32,42.67,85.04,92.08,1
6.78,48.68,79.94,91.71,2
72.36,28.44,78.02,23.0,1
80.6,42.99,83.45,30.21,1
28.95,37.99,29.77,16.21,2
66.41,48.7,75.6,92.78,1
42.66,42.44,41.98,39.79,2
88.91,13.1,70.02,44.97,0
84.52,38.53,20.98,80.26,1
52.54,31.42,73.5,51.3,1
69.15,10.66,97.49,11.98,1
88.33,20.05,13.92,43.78,1
49.57,46.87,18.44,63.05,2
31.33,47.04,21.13,71.92,2
75.37,41.95,48.75,64.54,1
22.01,49.27,36.17,11.92,3
38.85,42.26,82.62,30.43,2
86.57,10.41,52.64,73.36,0
72.44,21.51,53.61,88.02,1
40.38,11.22,74.53,4.72,2
21.47,13.76,42.58,4.22,2
35.6,18.75,41.79,64.34,2
28.41,30.14,78.12,54.8,2
17.61,43.9,80.2,15.53,2
74.33,44.48,11.3,54.83,2
25.21,34.65,22.94,97.45,2
45.42,47.13,29.18,63.09,2
38.59,30.0,41.64,44.91,2
98.21,45.56,36.23,82.75,1
39.11,28.16,70.17,21.28,2
8.0,21.09,84.53,41.43,2
8.98,46.66,27.29,52.78,3
59.08,25.52,60.67,50.45,1
59.94,30.14,43.1,92.1,1
41.88,23.15,55.52,29.27,2
43.18,36.51,65.87,5.65,2
5.39,49.8,90.42,91.64,2
51.65,11.02,27.31,21.71,2
50.47,45.99,17.83,37.9,2
14.95,10.16,66.45,53.09,2
10.38,24.57,45.47,97.59,2
12.36,16.74,24.66,53.53,2
10.1,40.29,20.54,44.77,3
60.97,12.02,60.3,58.36,1
19.65,32.14,37.04,97.08,2
25.14,21.8,99.77,81.79,1
17.36,15.35,46.53,16.9,2
95.78,40.87,29.11,80.33,1
85.46,18.7,66.6,84.11,0
23.05,18.95,31.98,69.07,2
32.76,21.0,54.47,65.72,2
20.99,33.47,53.43,44.09,2
49.19,36.39,50.82,64.17,1
1.96,10.7,81.65,73.76,2
67.14,19.67,29.5,12.28,2
52.32,27.24,91.39,25.73,1
89.86,23.28,81.22,19.41,1
16.44,45.37,39.98,84.12,2
80.41,41.51,26.25,68.0,1
79.2,35.04,35.16,45.08,1
12.72,23.52,39.94,82.61,2
39.86,38.03,60.12,71.68,2
17.02,43.75,14.17,91.36,2
25.47,33.79,92.29,7.68,2
26.32,41.38,18.88,50.92,2
55.62,39.96,35.13,70.67,2
41.14,32.87,19.84,20.75,2
94.77,22.49,33.1,32.71,1
12.64,39.83,85.39,41.9,2
97.37,18.27,65.37,79.43,0
23.06,41.18,30.46,49.36,2
77.29,42.18,88.46,49.29,1
33.9,42.89,82.06,43.09,2
14.31,28.92,77.83,22.86,2
85.79,17.7,86.29,92.31,0
30.89,13.99,65.77,31.78,2
65.89,39.73,55.13,56.75,1
56.64,45.45,43.65,14.88,2
47.18,36.03,30.14,43.42,2
49.58,15.77,60.17,90.38,1
73.22,47.4,90.05,99.55,0
8.78,49.56,63.46,36.18,3
66.82,27.34,92.76,15.4,1
89.58,33.79,42.12,31.45,1
5.78,41.09,72.56,32.72,2
14.07,39.46,68.38,64.45,2
71.66,48.71,70.34,49.62,1
43.73,14.6,68.05,76.85,1
40.35,33.23,29.95,70.13,2
13.7,37.68,22.92,25.13,3
50.68,45.6,98.08,78.43,1
12.65,44.96,14.08,84.75,3
47.66,49.12,52.1,59.84,2
76.36,30.48,48.26,92.77,1
25.83,43.23,42.4,78.29,2
48.08,27.09,80.38,59.54,1
99.2,26.89,77.08,90.62,0
68.67,20.13,91.47,60.04,1
84.14,42.73,45.59,52.12,1
41.48,49.43,60.78,35.63,2
76.79,20.25,90.31,88.29,0
4.05,12.25,99.45,12.27,2
12.29,42.62,97.24,47.35,2
20.31,34.81,74.61,53.74,2
40.2,48.39,22.89,55.47,2
84.57,20.09,12.09,65.19,1
34.63,12.84,84.27,50.58,1
65.46,29.7,85.68,25.68,1
70.93,13.42,77.17,85.69,0
58.62,20.47,35.19,65.75,1
35.72,15.04,67.58,85.82,1
57.71,18.97,38.46,27.6,1
34.23,14.25,50.56,63.71,2
8.39,48.16,44.42,71.42,2
99.28,21.14,92.23,38.34,0
12.72,27.76,31.07,81.22,2
7.23,45.94,61.98,0.25,3
